CustomerID,Recency,Frequency,Monetory,R,F,M,RFMGroup,RFMsum
307.0,81,18,32715.0,4,3,4,434,11
308.0,6,40,72584.0,1,3,3,133,7
309.0,3,346,741462.0,1,1,1,111,3
310.0,9,158,333013.0,1,1,1,111,3
311.0,90,56,119797.0,4,2,2,422,8
312.0,4,68,91023.0,1,2,2,122,5
313.0,7,49,115089.0,1,2,2,122,5
314.0,372,23,43142.0,4,3,3,433,10
315.0,9,117,390149.0,1,1,1,111,3
316.0,14,133,441734.0,2,1,1,211,4
317.0,19,42,91772.0,2,3,2,232,7
318.0,114,25,55630.0,4,3,3,433,10
319.0,15,274,2307074.0,2,1,1,211,4
320.0,180,11,26680.0,4,4,4,444,12
321.0,235,22,43360.0,4,3,3,433,10
322.0,356,4,17596.0,4,4,4,444,12
323.0,49,41,87299.0,3,3,2,332,8
324.0,333,3,24024.0,4,4,4,444,12
325.0,373,10,21355.0,4,4,4,444,12
326.0,41,37,122634.0,3,3,2,332,8
327.0,10,27,62408.0,1,3,3,133,7
328.0,142,134,67823.0,4,1,3,413,8
329.0,16,215,1189651.0,2,1,1,211,4
330.0,3,103,479956.0,1,1,1,111,3
331.0,1,4615,4410721.0,1,1,1,111,3
332.0,4,231,467678.0,1,1,1,111,3
333.0,12,15,33848.0,2,4,4,244,10
334.0,82,53,561920.0,4,2,1,421,7
335.0,6,229,2670808.0,1,1,1,111,3
336.0,18,63,613410.0,2,2,1,221,5
337.0,78,3,1956.0,4,4,4,444,12
338.0,87,4,21072.0,4,4,4,444,12
339.0,10,366,549597.0,1,1,1,111,3
340.0,17,97,375967.0,2,2,1,221,5
341.0,17,92,178480.0,2,2,2,222,6
342.0,8,67,226818.0,1,2,1,121,4
343.0,142,18,62484.0,4,3,3,433,10
344.0,201,45,186675.0,4,2,2,422,8
345.0,4,306,822597.0,1,1,1,111,3
346.0,239,32,132446.0,4,3,2,432,9
347.0,212,12,178814.0,4,4,2,442,10
348.0,10,54,103103.0,1,2,2,122,5
349.0,20,62,166300.0,3,2,2,322,7
350.0,10,44,117303.0,1,2,2,122,5
351.0,9,159,481643.0,1,1,1,111,3
352.0,25,28,87962.0,3,3,2,332,8
353.0,5,102,236466.0,1,1,1,111,3
354.0,3,78,161072.0,1,2,2,122,5
355.0,20,58,67068.0,3,2,3,323,8
356.0,38,14,30431.0,3,4,4,344,11
357.0,11,17,57822.0,2,4,3,243,9
358.0,10,3,7771.0,1,4,4,144,9
359.0,75,20,38140.0,4,3,4,434,11
360.0,434,1,27360.0,4,4,4,444,12
361.0,169,24,45942.0,4,3,3,433,10
362.0,49,22,63051.0,3,3,3,333,9
363.0,11,45,116840.0,2,2,2,222,6
364.0,20,13,34491.0,3,4,4,344,11
365.0,365,16,19676.0,4,4,4,444,12
366.0,173,6,267792.0,4,4,1,441,9
367.0,14,25,51026.0,2,3,3,233,8
368.0,44,27,55433.0,3,3,3,333,9
369.0,178,25,48459.0,4,3,3,433,10
370.0,108,28,57589.0,4,3,3,433,10
371.0,50,15,32596.0,3,4,4,344,11
372.0,133,1,11952.0,4,4,4,444,12
373.0,149,45,106741.0,4,2,2,422,8
374.0,11,27,51582.0,2,3,3,233,8
375.0,47,3,15336.0,3,4,4,344,11
376.0,183,15,146605.0,4,4,2,442,10
377.0,4,59,130678.0,1,2,2,122,5
378.0,15,6,12198.0,2,4,4,244,10
379.0,88,47,121896.0,4,2,2,422,8
380.0,129,5,187830.0,4,4,2,442,10
381.0,10,25,51028.0,1,3,3,133,7
382.0,3,94,195057.0,1,2,2,122,5
383.0,35,25,56419.0,3,3,3,333,9
384.0,6,56,125062.0,1,2,2,122,5
385.0,49,12,47178.0,3,4,3,343,10
386.0,43,37,1021983.0,3,3,1,331,7
387.0,264,9,28791.0,4,4,4,444,12
388.0,33,27,48021.0,3,3,3,333,9
389.0,146,24,49573.0,4,3,3,433,10
390.0,17,18,37240.0,2,3,4,234,9
391.0,10,175,315762.0,1,1,1,111,3
392.0,174,12,14774.0,4,4,4,444,12
393.0,9,123,86503.0,1,1,2,112,4
394.0,3,315,752205.0,1,1,1,111,3
395.0,14,116,350832.0,2,1,1,211,4
396.0,5,439,528614.0,1,1,1,111,3
397.0,18,34,140634.0,2,3,2,232,7
398.0,13,108,204607.0,2,1,2,212,5
399.0,9,52,39466.0,1,2,3,123,6
400.0,261,27,43628.0,4,3,3,433,10
401.0,23,91,127997.0,3,2,2,322,7
402.0,9,49,134920.0,1,2,2,122,5
403.0,11,50,18150.0,2,2,4,224,8
404.0,261,20,37857.0,4,3,4,434,11
405.0,79,84,225769.0,4,2,1,421,7
406.0,81,115,159767.0,4,1,2,412,7
407.0,373,3,4728.0,4,4,4,444,12
408.0,8,317,275408.0,1,1,1,111,3
409.0,18,46,123904.0,2,2,2,222,6
410.0,54,6,59198.0,3,4,3,343,10
411.0,142,3,31152.0,4,4,4,444,12
412.0,12,96,199993.0,2,2,2,222,6
413.0,47,25,59304.0,3,3,3,333,9
414.0,11,550,623764.0,2,1,1,211,4
415.0,14,107,208612.0,2,1,1,211,4
416.0,368,2,-1636.0,4,4,4,444,12
417.0,85,11,44518.0,4,4,3,443,11
418.0,327,66,73421.0,4,2,3,423,9
419.0,17,4,44744.0,2,4,3,243,9
420.0,150,1,30846.0,4,4,4,444,12
421.0,58,83,308777.0,3,2,1,321,6
422.0,4,154,214162.0,1,1,1,111,3
423.0,28,49,113532.0,3,2,2,322,7
424.0,11,12,69640.0,2,4,3,243,9
425.0,78,7,30694.0,4,4,4,444,12
426.0,36,13,156624.0,3,4,2,342,9
427.0,11,42,78180.0,2,3,3,233,8
428.0,89,7,32195.0,4,4,4,444,12
429.0,10,72,153254.0,1,2,2,122,5
430.0,10,86,173583.0,1,2,2,122,5
431.0,76,7,35792.0,4,4,4,444,12
432.0,25,82,49953.0,3,2,3,323,8
433.0,14,3,76050.0,2,4,3,243,9
434.0,9,34,23974.0,1,3,4,134,8
435.0,52,24,45041.0,3,3,3,333,9
436.0,205,4,27084.0,4,4,4,444,12
437.0,20,109,1288884.0,3,1,1,311,5
438.0,267,10,17244.0,4,4,4,444,12
439.0,20,72,67161.0,3,2,3,323,8
440.0,20,63,373610.0,3,2,1,321,6
441.0,171,2,132600.0,4,4,2,442,10
442.0,70,96,279320.0,3,2,1,321,6
443.0,25,75,393252.0,3,2,1,321,6
444.0,7,24,197798.0,1,3,2,132,6
445.0,5,50,314931.0,1,2,1,121,4
446.0,149,22,39997.0,4,3,3,433,10
447.0,142,109,351763.0,4,1,1,411,6
448.0,42,2,68520.0,3,4,3,343,10
449.0,9,52,164479.0,1,2,2,122,5
450.0,20,28,23752.0,3,3,4,334,10
451.0,8,741,2109710.0,1,1,1,111,3
452.0,43,28,53858.0,3,3,3,333,9
453.0,10,28,20657.0,1,3,4,134,8
454.0,47,30,113008.0,3,3,2,332,8
455.0,5,45,90726.0,1,2,2,122,5
456.0,9,84,297164.0,1,2,1,121,4
457.0,48,9,12185.0,3,4,4,344,11
458.0,81,27,54586.0,4,3,3,433,10
459.0,10,69,3224042.0,1,2,1,121,4
460.0,25,107,82963.0,3,1,3,313,7
461.0,3,130,307098.0,1,1,1,111,3
462.0,20,63,134922.0,3,2,2,322,7
463.0,20,120,200553.0,3,1,2,312,6
464.0,27,9,19458.0,3,4,4,344,11
465.0,10,47,1406976.0,1,2,1,121,4
466.0,55,103,106069.0,3,1,2,312,6
467.0,73,75,77673.0,3,2,3,323,8
468.0,306,1,-398.0,4,4,4,444,12
469.0,9,30,73898.0,1,3,3,133,7
470.0,200,23,56428.0,4,3,3,433,10
471.0,14,102,212061.0,2,1,1,211,4
472.0,10,118,266373.0,1,1,1,111,3
473.0,9,219,540272.0,1,1,1,111,3
474.0,3,23,235382.0,1,3,1,131,5
475.0,69,65,127383.0,3,2,2,322,7
476.0,6,80,170687.0,1,2,2,122,5
477.0,69,17,38045.0,3,4,4,344,11
478.0,2,183,662489.0,1,1,1,111,3
479.0,18,19,12774.0,2,3,4,234,9
480.0,5,244,516132.0,1,1,1,111,3
481.0,8,16,34125.0,1,4,4,144,9
482.0,22,95,231113.0,3,2,1,321,6
483.0,11,109,94209.0,2,1,2,212,5
484.0,99,10,19526.0,4,4,4,444,12
485.0,5,33,138822.0,1,3,2,132,6
486.0,113,5,17062.0,4,4,4,444,12
487.0,8,151,60410.0,1,1,3,113,5
488.0,5,306,1605069.0,1,1,1,111,3
489.0,203,8,15351.0,4,4,4,444,12
490.0,212,22,106980.0,4,3,2,432,9
491.0,43,9,4438.0,3,4,4,344,11
492.0,18,23,757205.0,2,3,1,231,6
493.0,9,20,52852.0,1,3,3,133,7
494.0,16,34,51025.0,2,3,3,233,8
495.0,21,4,10454.0,3,4,4,344,11
496.0,1,78,216002.0,1,2,1,121,4
497.0,81,30,68861.0,4,3,3,433,10
498.0,295,92,60365.0,4,2,3,423,9
499.0,6,67,687959.0,1,2,1,121,4
500.0,14,13,48380.0,2,4,3,243,9
501.0,24,31,70444.0,3,3,3,333,9
502.0,12,27,53197.0,2,3,3,233,8
503.0,5,73,110728.0,1,2,2,122,5
504.0,82,5,25659.0,4,4,4,444,12
505.0,23,67,152872.0,3,2,2,322,7
506.0,16,28,63967.0,2,3,3,233,8
507.0,260,31,69528.0,4,3,3,433,10
508.0,6,342,1298316.0,1,1,1,111,3
509.0,293,7,16994.0,4,4,4,444,12
510.0,155,6,19676.0,4,4,4,444,12
511.0,9,409,793775.0,1,1,1,111,3
512.0,16,29,55780.0,2,3,3,233,8
513.0,57,4,10097.0,3,4,4,344,11
514.0,324,15,27693.0,4,4,4,444,12
515.0,434,3,5701.0,4,4,4,444,12
516.0,15,106,170464.0,2,1,2,212,5
517.0,3,222,578459.0,1,1,1,111,3
518.0,6,124,383127.0,1,1,1,111,3
519.0,16,176,425084.0,2,1,1,211,4
520.0,12,47,105968.0,2,2,2,222,6
521.0,69,1,23040.0,3,4,4,344,11
522.0,9,459,1008838.0,1,1,1,111,3
523.0,5,134,333042.0,1,1,1,111,3
524.0,10,38,70742.0,1,3,3,133,7
525.0,2,42,180606.0,1,3,2,132,6
526.0,119,19,834000.0,4,3,1,431,8
527.0,23,47,104566.0,3,2,2,322,7
528.0,35,10,132814.0,3,4,2,342,9
529.0,20,99,100562.0,3,2,2,322,7
530.0,53,75,116086.0,3,2,2,322,7
531.0,358,11,24175.0,4,4,4,444,12
532.0,55,37,82142.0,3,3,3,333,9
533.0,58,30,124504.0,3,3,2,332,8
534.0,15,48,109939.0,2,2,2,222,6
535.0,44,28,108902.0,3,3,2,332,8
536.0,9,43,88356.0,1,2,2,122,5
537.0,199,14,62905.0,4,4,3,443,11
538.0,292,33,75834.0,4,3,3,433,10
539.0,41,18,41435.0,3,3,3,333,9
540.0,9,35,75897.0,1,3,3,133,7
541.0,12,194,386725.0,2,1,1,211,4
542.0,20,137,244378.0,3,1,1,311,5
543.0,10,14,82962.0,1,4,3,143,8
544.0,12,421,756477.0,2,1,1,211,4
545.0,15,18,46836.0,2,3,3,233,8
546.0,15,78,166730.0,2,2,2,222,6
547.0,13,8,29432.0,2,4,4,244,10
548.0,16,8,20052.0,2,4,4,244,10
549.0,107,15,35544.0,4,4,4,444,12
550.0,81,10,29825.0,4,4,4,444,12
551.0,44,11,43666.0,3,4,3,343,10
552.0,13,69,134493.0,2,2,2,222,6
553.0,403,14,23751.0,4,4,4,444,12
554.0,9,49,60051.0,1,2,3,123,6
555.0,83,15,13569.0,4,4,4,444,12
556.0,161,2,48200.0,4,4,3,443,11
557.0,1,469,599189.0,1,1,1,111,3
558.0,105,9,29490.0,4,4,4,444,12
559.0,268,7,20586.0,4,4,4,444,12
560.0,12,22,111700.0,2,3,2,232,7
561.0,2,112,106117.0,1,1,2,112,4
562.0,2,380,1497897.0,1,1,1,111,3
563.0,8,6,25582.0,1,4,4,144,9
564.0,183,6,12288.0,4,4,4,444,12
565.0,2,1059,3798089.0,1,1,1,111,3
566.0,12,74,482302.0,2,2,1,221,5
567.0,6,18,40408.0,1,3,3,133,7
568.0,74,29,29201.0,4,3,4,434,11
569.0,5,1853,7408035.0,1,1,1,111,3
570.0,9,159,995305.0,1,1,1,111,3
571.0,9,24,53203.0,1,3,3,133,7
572.0,71,26,57083.0,3,3,3,333,9
573.0,17,170,972397.0,2,1,1,211,4
574.0,13,29,268779.0,2,3,1,231,6
575.0,71,6,16392.0,3,4,4,344,11
576.0,9,436,715121.0,1,1,1,111,3
577.0,2,605,3654272.0,1,1,1,111,3
578.0,286,1,39456.0,4,4,3,443,11
579.0,239,8,16092.0,4,4,4,444,12
580.0,5,310,842101.0,1,1,1,111,3
581.0,100,8,29308.0,4,4,4,444,12
582.0,6,20,136536.0,1,3,2,132,6
583.0,165,2,7208.0,4,4,4,444,12
584.0,19,60,215386.0,2,2,1,221,5
585.0,373,10,52288.0,4,4,3,443,11
586.0,10,50,102302.0,1,2,2,122,5
587.0,9,146,164243.0,1,1,2,112,4
588.0,1,275,1074717.0,1,1,1,111,3
589.0,14,132,302316.0,2,1,1,211,4
590.0,126,31,59924.0,4,3,3,433,10
591.0,17,76,143247.0,2,2,2,222,6
592.0,20,82,127802.0,3,2,2,322,7
593.0,246,1,4212.0,4,4,4,444,12
594.0,270,53,36030.0,4,2,4,424,10
595.0,133,55,122263.0,4,2,2,422,8
596.0,11,235,490319.0,2,1,1,211,4
597.0,5,142,313317.0,1,1,1,111,3
598.0,83,15,32308.0,4,4,4,444,12
599.0,98,2,8280.0,4,4,4,444,12
600.0,14,46,131413.0,2,2,2,222,6
601.0,268,3,9126.0,4,4,4,444,12
602.0,79,7,12965.0,4,4,4,444,12
603.0,14,105,223594.0,2,1,1,211,4
605.0,15,139,314542.0,2,1,1,211,4
606.0,9,705,476564.0,1,1,1,111,3
607.0,24,63,124103.0,3,2,2,322,7
608.0,9,174,626091.0,1,1,1,111,3
